ID_Cliente,Nombre,Email,Edad,Ingresos_Anuales,Telefono
1,Albano Llopis Hierro,emiliocalatayud@hotmail.com,45.960569836134795,42926.03548243223,+34823 96 00 13
2,José Antonio de Flor,cgimenez@hotmail.com,5.0,67845.44784612038,+34 886 02 65 42
3,Rico Navarro,bruricardo@gmail.com,37.19015950331997,41487.945645762295,+34 927594078
4,Íñigo Pinedo Bermúdez,paula95@hotmail.com,58.9505537860887,56511.52093729363,+34871103413
5,Goyo Lobo Santana,fermin55@gmail.com,34.366307368780575,53138.40065378947,+34884 192 832
6,Fortunata Lerma Gimenez,pia03@gmail.com,34.43898768625046,38014.05369644615,+34916 41 39 53
7,Gertrudis Segarra Clavero,emilio38@hotmail.com,42.90354725879241,16300.796330133031,+34883 96 96 53
8,José Manuel Uriarte Bou,canalsezequiel@hotmail.com,19.300986009843605,36565.68706138541,+34 847691669
9,Lucía Iglesias Alberdi,lasamaria-jose@hotmail.com,27.846026555986914,49713.709988929106,+34 924 146 270
10,Josué Escalona-Vera,martinprudencia@hotmail.com,29.103711093745467,23815.44447997063,+34982 932 528
11,Ágata Abascal,amaya01@yahoo.com,57.587785227058646,41613.355492701965,+34 902 30 39 11
12,Sabina Bayón Casas,georginatalavera@hotmail.com,40.81033845625509,23628.77720679815,+34 848489638
13,Pepe Mesa,cperea@hotmail.com,33.467407305697805,46663.83884564799,+34 973 133 150
14,Manola Grau-Giménez,no_email.com,26.188077070932366,50635.47027518508,+34 813 105 183
15,Nicanor Torralba-Gargallo,loretosuarez@gmail.com,32.79233572097434,40624.593753100846,+34976631165
16,Guiomar Solera Balaguer,barrerasamuel@hotmail.com,32.77952065324724,72784.17276763407,+34923 13 33 87
17,Héctor Español Lopez,eiborra@yahoo.com,39.83803330314479,29134.336065661497,+34825080132
18,Julieta Teruel García,kbarral@yahoo.com,49.870538945238266,26687.345250434668,+34 664 74 68 72
19,Eusebio Gelabert,barreramariana@yahoo.com,42.50636314005706,15604.948141803365,+34807097882
20,José Manuel Bernat Estevez,bayoimelda@gmail.com,24.061767413218835,47952.91853803685,+34945 19 39 90
21,Anita Hortensia Yáñez Molina,hernando53@yahoo.com,48.86159895994493,47570.524217849554,+34944 247 510
22,María Ángeles Cabo Beltrán,antonialara@gmail.com,38.612220611341115,40483.444566160666,+34925 135 427
23,Ofelia del Ángel,marigracia@gmail.com,22.257736115590873,34202.33687407937,+34842 41 18 24
24,Marciano Cruz Novoa Frutos,anselma74@gmail.com,34.47233474848255,60856.833393283734,+34824640052
25,Cecilio Sala-Roma,caparroscarlos@hotmail.com,44.12341947482154,18554.39766955899,+34 845 80 59 82
26,Belen Arnaiz Mendez,no_email.com,43.88900763273754,39223.76579375525,+34881 158 692
27,Toni de Elorza,lamat@hotmail.com,31.876935996328495,54175.14433261302,+34922634216
28,Timoteo Sosa Girón,olgasegui@yahoo.com,52.371994269951415,58969.20178674298,+34 902 330 365
29,Toni Baños-Lorenzo,felipa86@hotmail.com,29.929389721328338,40361.81436223178,+34987 501 429
30,Alejo Camps-Rovira,luisina56@hotmail.com,43.97516117684277,59633.17690683539,+34 983169340
31,Abigaíl Vizcaíno Figueras,tomas15@hotmail.com,150.0,42215.115350042746,+34911 484 656
32,Leonel Bernardo Feliu Rivero,ndavila@hotmail.com,26.72398031192766,27056.90063878994,+34 901 68 04 43
33,Roberta Montserrat Sola,rsalamanca@gmail.com,49.750309868730376,65343.60042856235,+34 983721489
34,Araceli Gutierrez Menéndez,noeliaflor@gmail.com,39.13587854103599,60052.99346838036,+34 730379176
35,Charo Plana-Urrutia,jhervas@hotmail.com,44.33963230057161,35323.203680923136,+34616 32 87 08
36,Álvaro de Sastre,nicolasasobrino@hotmail.com,44.336747266100964,68070.54849698953,+34986 895 798
37,Selena Salmerón Cuenca,qsandoval@gmail.com,39.57008753068058,68469.6548372101,+34 886873471
38,Desiderio Elías Narváez Montenegro,chaconeutropio@gmail.com,8.56305875092307,57328.53756562836,+34 942 23 16 65
39,Josefa del Barrios,pepitarivera@yahoo.com,41.044564818858056,40514.88974301199,+34 729 67 05 46
40,Lupita Giménez Torrents,leandroruano@yahoo.com,41.101129318426025,15186.46628098661,+34736 56 27 29
41,Alba del Amores,no_email.com,37.36393734594986,50356.6885726762,+34 860 465 375
42,Pía Pinilla Lobo,finiesta@yahoo.com,57.73472853689819,37225.94672589529,+34 728053100
43,Cornelio de Corominas,edmundosaenz@hotmail.com,30.29807676528175,37473.64434623195,+34828 937 452
44,María Dolores Piedad Carbó Céspedes,candido90@yahoo.com,150.0,49931.266644895266,+34 941 631 931
45,Teodoro Octavio Carrillo Armengol,berta65@gmail.com,33.64287755479553,52699.01149670034,+34 982 50 67 16
46,Mercedes Segura Coronado,uecheverria@hotmail.com,41.16493059217648,59529.674857993334,+34 885 987 769
47,Felix Higueras-Bolaños,socorro73@yahoo.com,31.57536287347177,40085.067801033474,+34941507527
48,Galo Jordán,lino94@hotmail.com,35.29470216241411,23047.275778018222,+34708313678
49,Onofre del Tudela,falemany@yahoo.com,,,+34876634957
50,Luisa del Roig,pastor74@yahoo.com,40.06136147970953,41481.1929993728,+34881 31 35 18
51,Clemente Gascón Tomé,lourdes98@hotmail.com,23.01555109539503,38690.320158519615,+34 887134352
52,Adrián Paulino Castañeda Lledó,ballestercarolina@yahoo.com,35.887425801678766,32965.84096167571,+34841 710 947
53,Isabela Niño Espinosa,iriarterosalva@yahoo.com,38.06457146000789,51060.762852218075,+34 828 16 71 90
54,Carlito Mateu Blázquez,diegorico@hotmail.com,62.63423081452636,47618.66719247759,+34877 867 749
55,Encarnación Barrena Cabezas,eufemiagalvan@yahoo.com,43.090604688673174,43883.311263507494,+34822 23 28 12
56,Hernando Sanjuan Soriano,anacleto34@hotmail.com,16.9747454164115,44602.291868261746,+34 887713493
57,Aurora Gomila Company,pascuala21@gmail.com,40.72276251929232,81948.6316872793,+34 848499471
58,Noemí Mateu Quevedo,angelita87@yahoo.com,37.69166842262653,49523.210135004185,+34822906594
59,Artemio Granados Almansa,corona02@yahoo.com,39.58345876353708,27469.82943570702,+34984 742 967
60,Joel Oliveras Real,miguel-angel12@yahoo.com,53.71387377418024,56278.99549030161,+34 947746807
61,Fausto Iniesta Morales,no_email.com,49.49238336451656,31359.188178078915,+34 687603859
62,Maura Salamanca Aznar,juanitocastro@yahoo.com,56.833531731233194,23972.234058115788,+34967109324
63,Adoración del Buendía,prudenciacarballo@yahoo.com,47.04228512560324,77856.83438714968,+34 832 748 467
64,Daniela Saura Coca,mfarre@hotmail.com,28.113564098431738,36505.53405595842,+34 843146584
65,Epifanio Martín Tovar,victorianotome@yahoo.com,41.19581638105169,37447.86518825701,+34922886753
66,Lucho del Guillen,uarranz@hotmail.com,21.392038827206406,46028.44462209041,+34976662702
67,Marta Mármol,sacristancornelio@hotmail.com,27.25235543528674,52103.88645952773,+34973 02 62 17
68,Fortunato Puga-Bernat,reyes86@yahoo.com,28.96690918919436,68249.01607526309,+34 979809134
69,Raúl de Roura,cabreravicente@gmail.com,30.600960491965154,40169.07725691487,+34 901 005 045
70,Irene Coello Hidalgo,kescolano@gmail.com,49.76220660843604,26537.03525349067,+34 822 96 93 79
71,David Serra Izquierdo,qjara@gmail.com,42.72951921524955,64607.14131423642,+34 975 48 21 75
72,Emperatriz Rodrigo-Ibáñez,mmatas@yahoo.com,20.71020118526527,47769.507877984564,+34 978 13 69 59
73,Pancho Eusebio Almeida Priego,adan90@hotmail.com,43.11859353098108,56727.34307665966,+34980439533
74,Dionisia Nidia Cerro Caballero80_Fake!,mendizabalmodesta@yahoo.com,25.156591469463017,25193.150803735854,+34749521456
75,Cornelio Catalán Paz,paulina24@yahoo.com,46.263298787402775,49454.77009849779,+34 900 51 71 23
76,Soraya Paz Bosch,qalcala@hotmail.com,43.00591420415052,50196.72314245463,+34 841 754 965
77,Nicolás Guillen Soto,mosquerayolanda@hotmail.com,31.83970334105811,48483.80545741505,+34876174612
78,Alejo Mayo Ugarte,cabanillasjoel@hotmail.com,5.0,34284.72872960448,+34 843 675 869
79,Venceslás Ribera Cabeza,rraya@gmail.com,62.38929413373708,52107.49381367681,+34 933773515
80,Xiomara del Barrera,mllorente@gmail.com,25.704358033568216,54848.30412950744,+34973 139 005
81,Bernardino de Bayona75_Fake!,deliagarzon@gmail.com,28.303819957272143,56806.26905613678,+34 922 290 422
82,Dionisia de Canet,catalaalbino@yahoo.com,5.0,32689.765224724342,+34879 950 240
83,Raimundo Robledo Zorrilla,bartolomealba@yahoo.com,51.56051355093186,51191.71390404747,+34927891783
84,Amada Pascuala Vázquez Mata,danguita@yahoo.com,49.86472191993388,73451.89473980921,+34945 617 711
85,María Fernanda Colomer Bastida,leonardomorcillo@yahoo.com,37.05534260796556,33693.95753463766,+34986 478 961
86,Teodosio Garrido Ropero,agracia@yahoo.com,29.32582684449372,32762.845725518426,+34 973 66 15 65
87,Glauco Corominas-Sánchez,boupaz@gmail.com,39.07477948703075,50117.279622249654,+34824 61 52 80
88,Mar Murcia-Carvajal,qotero@yahoo.com,43.320289591960226,57407.74873554036,+34806494519
89,Cloe Cortes,ggomez@yahoo.com,40.156022702534884,66803.01115735975,+34928149368
90,María Luisa Nereida Amo Lastra,escribanoleandro@hotmail.com,36.82411800114453,85802.53749884429,+34902550229
91,Anastasia Cifuentes Anglada,garridorenato@yahoo.com,47.50800817318007,32142.636653755762,+34 973 52 54 59
92,Anselma Verónica Badía Cortés,mariselaayala@hotmail.com,27.14929002326665,52237.08622864778,+34822 47 67 97
93,Elena Garriga Vila,ochoatito@gmail.com,37.31844657608979,55710.007411381375,+34 887 97 84 03
94,María Belén Ballesteros Aguilera,marcialgalvan@gmail.com,45.67885149488254,43907.56631014691,+34882 451 076
95,Berto Pinto Grau,calixto60@yahoo.com,29.83847538317914,22277.291629712032,+34 727159696
96,Ema Cardona Quirós,morcillofrancisco-javier@hotmail.com,34.641820575195744,57845.981914852084,+34974 516 136
97,Gracia Zamora-Bermúdez,vmenendez@yahoo.com,42.56912492956245,26313.91831932018,+34876521818
98,Charo Olmedo,lucia23@gmail.com,42.078171110214186,50779.76069593255,+34844 43 29 21
99,Rolando Uribe Simó,omoraleda@yahoo.com,29.393710765586405,47305.87658918292,+34845717744
100,Amor Ortiz-Vera,menendezinigo@yahoo.com,5.0,27855.445532540652,+34 800 05 41 19
101,Lilia Fátima Sevillano Armengol,ufabra@hotmail.com,44.2934483241794,53411.76789552352,+34 977820715
102,José Antonio Duque Ariza,laurario@yahoo.com,52.996614918103326,60807.03078052354,+34 985 89 25 54
103,Guadalupe Neira Badía,blas51@hotmail.com,23.46796758451491,30932.62440127316,+34942 44 92 51
104,Narcisa Cid-Olmo,gabriela62@hotmail.com,46.18042320650392,52706.78926368313,+34 823 48 65 28
105,Mohamed Roda Verdugo,no_email.com,46.18057223567257,102790.97235982082,+34875 573 322
106,Eusebio Cadenas Vera,navarrosarita@hotmail.com,46.850686128318,62033.48460270898,+34 842 96 22 29
107,Poncio Río Arranz,rpastor@hotmail.com,51.448021161918426,54770.868769586974,+34879 794 738
108,Fabián del Ferrera,irene97@yahoo.com,36.216769064315855,56384.53830739901,+34 887 688 623
109,Bernardita Trini Ibáñez Azorin,jpera@gmail.com,30.72609742554914,41447.72089889987,+34 984 141 247
110,Brunilda Ruiz,gironaolga@yahoo.com,34.175637426050756,46228.112090794835,+34925 060 685
111,Guadalupe de Perera,amaromontalban@gmail.com,67.77590280008211,16991.02211112378,+34 923220472
112,Jacinta Adadia Bernad,jaenildefonso@gmail.com,48.23512228449416,20809.261932155227,+34 986 614 341
113,Dimas Rivas Sebastián,canteropiedad@yahoo.com,150.0,61334.25895451049,+34 987 08 93 24
114,Abigaíl Osorio Hernandez,qexposito@hotmail.com,40.77136022914555,28833.82833106041,+34823 851 888
115,Manola Almagro,csoriano@hotmail.com,31.41635548888038,55193.96623402014,+34 943 540 515
116,Quique de Márquez,arsenioortuno@hotmail.com,31.23560041939436,48246.878843729624,+34923277221
117,Alicia Marcos Fortuny,no_email.com,40.54686207884576,35225.99478591274,+34914 86 87 40
118,Eric Palau,marmolleandro@gmail.com,65.72732907190391,54508.78533477017,+34928667652
119,Nydia Valencia Pedrero,nicolasa16@gmail.com,15.698288960108712,47796.814721541414,+34 959 28 45 11
120,Nadia Marqués Medina,krojas@hotmail.com,32.058562422779346,57786.50002194336,+34971570596
121,Miguel Barceló-Benavides,gparra@hotmail.com,30.48975113880759,43278.95337799651,+34 847029702
122,Desiderio Pazos Paredes,mantunez@gmail.com,46.05984734776548,-5000.0,+34972557192
123,Flavia Puig,florentina43@gmail.com,25.596443115330686,39982.481462385775,+34 732 78 68 14
124,Pastor Salmerón-Garmendia,joaquina73@gmail.com,34.30065626606853,2500000.0,+34 843 172 715
125,Olimpia Barón Manrique,renata22@yahoo.com,61.185450883373164,51074.725664414334,+34982313237
126,Geraldo Peinado Solsona,emmaboix@gmail.com,24.86939254797946,58767.92920582164,+34902678669
127,Bernardino Molins Benavent,rsolano@hotmail.com,65.4658743641516,60486.97890826721,+34924289226
128,Zaida Baquero,villegasezequiel@yahoo.com,21.767560408551837,37736.48890700623,+34 848 253 584
129,Edgardo Ferrándiz Llobet,eufemiamateo@hotmail.com,55.20293379023947,34384.958015718286,+34 987 182 992
130,Narciso Nebot Armengol,bertranartemio@hotmail.com,45.32583313775474,56619.510801440054,+34 884396907
131,Ema del Tomas,noaramis@yahoo.com,28.876834341063002,44107.119659072996,+34 973 10 27 67
132,Clara Nieto Cobo,rosalva55@yahoo.com,1.1047919191711273,29634.185379985654,+34 842588153
133,Azucena Lastra Sancho,epifaniocaballero@gmail.com,36.96918218328208,26283.252270527257,+34888 696 325
134,Palmira Milla-Falcó,andreavilla@yahoo.com,59.588935647179625,23547.87933059051,+34 981 470 168
135,Dalila Garrido Osorio,ayusolope@yahoo.com,150.0,46961.10865929137,+34 976480162
136,Prudencio Paz-Quintana,artemio60@hotmail.com,57.29527946879338,23462.06773230841,+34 872584168
137,Ramona Losa Carrera,cletoprada@yahoo.com,150.0,45153.4959152938,+34923 85 23 98
138,Leyre Arjona Arrieta,cerroleyre@yahoo.com,28.22189618742459,51931.55211394906,+34976 87 29 82
139,Íngrid Montalbán Cámara,lmartinez@yahoo.com,42.38871634688164,35996.74684261808,+34982 887 947
140,Gerónimo Muñoz Canals,ymena@hotmail.com,40.83762501988023,39220.2960470736,+34739 749 930
141,Julia Donaire-Zamora,rcoloma@gmail.com,41.362208143014975,54931.9601178157,+34 749 13 07 56
142,Hilario Frías Reguera,tbarrios@gmail.com,59.03220179374422,2500000.0,+34984 385 786
143,Carmela Segura Noriega,inmaculada49@yahoo.com,65.5964004958752,15718.683007162472,+34871348434
144,Pastor Cristóbal Torrijos Molins,joller@hotmail.com,38.178578859573,53824.75809726865,+34885419866
145,Reina Coll Manrique,maestrelidia@gmail.com,43.37190241282039,35659.50720269109,+34 925 747 338
146,Lisandro Llabrés-Cervantes,herasjose-carlos@gmail.com,37.5025329957127,37604.985980117504,+34986 330 165
147,Armida Cervantes Adadia,santostamarit@yahoo.com,32.92762291666946,-5000.0,+34 873 454 019
148,Juanito de Díez,cecheverria@yahoo.com,44.284185831580565,34606.35607109019,+34980 240 049
149,Ascensión Áurea Naranjo Luís,fzamora@gmail.com,50.79519850519901,49609.49281314914,+34 982 743 152
150,Miriam Jimenez Estrada20_Fake!,navasmorena@yahoo.com,49.75434542606752,54444.432628854185,+34871 29 66 85
151,Herberto Bustos Esteban,albinamorales@gmail.com,30.05205986893513,36597.284397045456,+34 704 637 454
152,Paloma Alberdi-Jurado,jimena30@hotmail.com,48.967523261479144,54155.55398150197,+34 837426841
153,Gerónimo Marino Giner Gilabert,alecoronado@yahoo.com,39.74918087243022,46759.91074963173,+34936878339
154,Juan José Salom Álvarez,casemiro91@gmail.com,55.3319787494611,36126.42916746255,+34 982398225
155,Isaura Carnero,lilianatorrijos@gmail.com,46.565168574040456,41967.110213491585,+34 983 707 286
156,Marcela Barco Sevilla,loreto06@yahoo.com,37.38782556127336,61481.65277980785,+34639 106 518
157,Victoriano Bayón Suarez,madridsebastian@gmail.com,49.904996187856355,57202.644540009576,+34 843 656 766
158,Néstor Cañas Oliveras,escalonabrigida@yahoo.com,55.665745685851945,45315.05762449138,+34 986230047
159,Imelda del Gras,edgaroliva@gmail.com,48.18343565553957,40345.99865109816,+34 886 310 690
160,Cristian de Cabrero,salomelba@hotmail.com,43.8899962298613,43047.85418448473,+34 806306738
161,René Barbero,anitamancebo@gmail.com,41.16395157991262,53927.3553815537,+34 920 99 53 42
162,Consuela Reyes,leonardo08@hotmail.com,30.181351801198332,76385.8091352819,+34849 68 70 56
163,Esther Rico,tcompany@yahoo.com,27.927791422003576,26787.17080818402,+34 868 73 34 27
164,Lisandro Rey Riera,romanherrero@yahoo.com,53.89733048200081,56874.94040944404,+34873517518
165,Amancio Ledesma,eariza@gmail.com,47.489437804625865,54425.1826389642,+34 876 735 403
166,Raimundo Carpio,sherrera@hotmail.com,39.853038725837024,2500000.0,+34873 63 85 46
167,Luna Palomar Mendez,placido87@yahoo.com,40.909654698324715,34842.574327318325,+34825753556
168,Lope Giralt Coello,juliancarolina@hotmail.com,51.70143680101302,42794.13927746792,+34 948423536
169,Serafina Hoyos-Valera,jose-angel77@yahoo.com,30.09403363848986,40179.2123752051,+34848522872
170,Miguela de Zamora,benaventeolimpia@hotmail.com,44.95517745130749,36544.13170794038,+34 806062312
171,César Vega Sarmiento,benito99@yahoo.com,-10.0,48655.30817237868,+34 979008860
172,Juan Manuel Llobet Madrid,vallesodalis@hotmail.com,5.0,37395.85236943305,+34 952 11 82 33
173,Lucila Dolores Pablo Lastra,xbermudez@yahoo.com,34.347540332580124,48480.74906036454,+34 974 93 34 10
174,Hermenegildo Pinilla Pi,obarba@gmail.com,22.62298790203211,23888.043384351673,+34 849176591
175,Ágata Arnau,hectortalavera@yahoo.com,31.378669344970767,41798.292724322295,+34803 14 89 02
176,Adriana Galan Cobos,tbenitez@gmail.com,43.73089078717606,67130.34325424329,+34 880 968 562
177,Josué Oliva Baeza,ruizjesus@gmail.com,50.29191547842423,42600.922050548594,+34 924 999 650
178,Ruben Sanjuan-Trujillo,pelayoperez@yahoo.com,39.771805505167734,29962.059530432867,+34869619431
179,Eloy Correa Pinto,manolaporras@yahoo.com,39.77784236809132,40670.120416197926,+34927 110 475
180,Aurelio Cazorla-Bonet,tomassanchez@hotmail.com,,,+34 983 61 01 58
181,Marc Morata Plaza,manzanaresseveriano@yahoo.com,46.23215817089407,67991.08369503866,+34 823 83 98 26
